Subscription ID,Household Income,Home Ownership,Children,Year Of Residence,Age Range,Recruitment Channel,Subscriber
181400063,"$100,000 - $199,999",OWNER,N,3,65-69,DirectMarketing,YES
180168377,"$  50,000 - $99,999",OWNER,Y,12,50-54,DirectMarketing,YES
181223454,"$  50,000 - $99,999",OWNER,N,1,65-69,DirectMarketing,YES
170348788,"$300,000 - $399,999",OWNER,N,23,55-59,DirectMarketing,YES
180072108,"$  50,000 - $99,999",OWNER,N,16,75 years or more,DirectMarketing,YES
181369457,"$200,000 - $299,999",OWNER,N,21,75 years or more,DirectMarketing,YES
110110432,"$  50,000 - $99,999",OWNER,N,17,65-69,DirectMarketing,YES
150215849,"$100,000 - $199,999",OWNER,N,22,55-59,DirectMarketing,YES
140192391,"$100,000 - $199,999",OWNER,N,23,75 years or more,DirectMarketing,YES
170391439,"$200,000 - $299,999",OWNER,Y,21,65-69,DirectMarketing,YES
180580111,"$100,000 - $199,999",OWNER,N,2,60-64,DirectMarketing,YES
181266412,"$100,000 - $199,999",OWNER,Y,7,75 years or more,DirectMarketing,YES
181430620,"$100,000 - $199,999",OWNER,N,55,75 years or more,DirectMarketing,YES
150149048,"$100,000 - $199,999",OWNER,N,38,75 years or more,DirectMarketing,YES
170266727,"$300,000 - $399,999",OWNER,Y,15,50-54,DirectMarketing,YES
180355663,"$100,000 - $199,999",OWNER,N,37,65-69,DirectMarketing,YES
181493373,"$  50,000 - $99,999",OWNER,N,45,70-74,Website,YES
181544443,"$100,000 - $199,999",OWNER,N,4,50-54,DirectMarketing,YES
150005093,"$  50,000 - $99,999",OWNER,N,40,70-74,DirectMarketing,YES
181396859,"$100,000 - $199,999",OWNER,N,17,65-69,DirectMarketing,YES
180342589,"Under $20,000",RENTER,N,10,45-49,DirectMarketing,YES
181487691,"$  50,000 - $99,999",OWNER,N,2,25-29,DirectMarketing,YES
180398213,"$300,000 - $399,999",OWNER,Y,22,50-54,DirectMarketing,YES
160325981,"$100,000 - $199,999",OWNER,Y,23,70-74,DirectMarketing,YES
110191863,"$200,000 - $299,999",OWNER,N,26,55-59,DirectMarketing,YES
181464317,"$100,000 - $199,999",OWNER,N,9,55-59,DirectMarketing,YES
110479745,"$  50,000 - $99,999",OWNER,N,18,75 years or more,DirectMarketing,YES
181414846,"$100,000 - $199,999",RENTER,N,7,70-74,Website,YES
181513785,"$  50,000 - $99,999",OWNER,Y,9,30-34,DirectMarketing,YES
181546580,"$  50,000 - $99,999",OWNER,N,20,55-59,Website,YES
181479818,"Under $20,000",RENTER,N,1,30-34,Website,YES
110348180,"$  20,000 - $49,999",OWNER,N,23,75 years or more,DirectMarketing,YES
120238057,"$100,000 - $199,999",OWNER,Y,30,60-64,Website,YES
160186240,"$  50,000 - $99,999",OWNER,N,41,50-54,DirectMarketing,YES
130161772,"$500,000 Plus",OWNER,Y,15,50-54,DirectMarketing,YES
181266203,"$  50,000 - $99,999",OWNER,N,26,75 years or more,DirectMarketing,YES
181487732,"$100,000 - $199,999",OWNER,Y,14,50-54,DirectMarketing,YES
120063729,"$  50,000 - $99,999",OWNER,N,36,75 years or more,DirectMarketing,YES
160074212,"$  50,000 - $99,999",OWNER,N,38,75 years or more,DirectMarketing,YES
181192947,"$200,000 - $299,999",OWNER,Y,12,40-44,DirectMarketing,YES
170162469,"$100,000 - $199,999",RENTER,N,2,75 years or more,DirectMarketing,YES
160591575,"$  20,000 - $49,999",OWNER,N,7,55-59,DirectMarketing,YES
150263582,"$300,000 - $399,999",OWNER,Y,15,55-59,DirectMarketing,YES
181213552,"Under $20,000",OWNER,N,5,55-59,DirectMarketing,YES
140582165,"$300,000 - $399,999",OWNER,N,12,65-69,DirectMarketing,YES
110297759,"$100,000 - $199,999",OWNER,N,43,75 years or more,DirectMarketing,YES
180338683,"Under $20,000",OWNER,N,20,75 years or more,Website,YES
150369562,"$300,000 - $399,999",RENTER,N,1,50-54,DirectMarketing,YES
150219034,"$300,000 - $399,999",OWNER,N,19,60-64,DirectMarketing,YES
180340244,"$300,000 - $399,999",OWNER,N,47,75 years or more,DirectMarketing,YES
181325812,"$  20,000 - $49,999",RENTER,N,5,45-49,Website,YES
181462612,"Under $20,000",OWNER,N,32,75 years or more,Website,YES
150090010,"$100,000 - $199,999",OWNER,Y,21,60-64,DirectMarketing,YES
110344834,"$  50,000 - $99,999",OWNER,Y,20,45-49,DirectMarketing,YES
140306302,"$100,000 - $199,999",OWNER,N,51,75 years or more,DirectMarketing,YES
160609187,"$100,000 - $199,999",OWNER,N,38,75 years or more,DirectMarketing,YES
130258204,"$100,000 - $199,999",OWNER,N,10,70-74,DirectMarketing,YES
170033480,"$  20,000 - $49,999",OWNER,N,11,70-74,DirectMarketing,YES
120296003,"$100,000 - $199,999",OWNER,N,15,65-69,DirectMarketing,YES
150403386,"$100,000 - $199,999",OWNER,N,37,75 years or more,DirectMarketing,YES
180500958,"$  50,000 - $99,999",OWNER,N,35,75 years or more,Website,YES
181175613,"$  50,000 - $99,999",OWNER,N,8,45-49,DirectMarketing,YES
160193793,"$100,000 - $199,999",OWNER,N,23,60-64,DirectMarketing,YES
180305580,"$  50,000 - $99,999",OWNER,N,7,75 years or more,Website,YES
181278123,"$300,000 - $399,999",OWNER,Y,6,40-44,DirectMarketing,YES
170530340,"$100,000 - $199,999",OWNER,N,20,75 years or more,DirectMarketing,YES
181546007,"$  20,000 - $49,999",RENTER,N,11,35-39,Website,YES
110189343,"$100,000 - $199,999",OWNER,N,43,75 years or more,DirectMarketing,YES
180634540,"$100,000 - $199,999",RENTER,N,3,45-49,DirectMarketing,YES
170567216,"$100,000 - $199,999",OWNER,N,3,70-74,DirectMarketing,YES
181281681,"$100,000 - $199,999",OWNER,N,5,40-44,Website,YES
150080469,"$100,000 - $199,999",OWNER,N,50,70-74,DirectMarketing,YES
170073961,"$200,000 - $299,999",OWNER,N,45,75 years or more,DirectMarketing,YES
120128304,"$100,000 - $199,999",OWNER,N,23,75 years or more,DirectMarketing,YES
181531537,"Under $20,000",RENTER,N,1,30-34,Website,YES
180742194,"Under $20,000",OWNER,N,24,75 years or more,DirectMarketing,YES
140402986,"$300,000 - $399,999",OWNER,N,18,75 years or more,DirectMarketing,YES
160005843,"$300,000 - $399,999",OWNER,N,36,70-74,DirectMarketing,YES
170143688,"$400,000 - $499,999",OWNER,N,24,55-59,DirectMarketing,YES
130441499,"$300,000 - $399,999",OWNER,N,22,55-59,DirectMarketing,YES
150223423,"$100,000 - $199,999",OWNER,N,8,55-59,DirectMarketing,YES
110402136,"$  50,000 - $99,999",OWNER,N,39,65-69,DirectMarketing,YES
180261829,"$500,000 Plus",OWNER,N,27,60-64,DirectMarketing,YES
180239204,"$300,000 - $399,999",OWNER,Y,19,65-69,DirectMarketing,YES
140246179,"$  50,000 - $99,999",OWNER,Y,23,55-59,Website,YES
150569020,"$500,000 Plus",OWNER,N,9,55-59,DirectMarketing,YES
180678096,"$  20,000 - $49,999",RENTER,N,9,30-34,DirectMarketing,YES
160391039,"$400,000 - $499,999",OWNER,Y,17,50-54,DirectMarketing,YES
170027481,"$300,000 - $399,999",OWNER,N,26,55-59,DirectMarketing,YES
120572615,"$100,000 - $199,999",OWNER,N,33,70-74,Website,YES
160260363,"$  20,000 - $49,999",OWNER,N,52,75 years or more,DirectMarketing,YES
130137937,"$  50,000 - $99,999",OWNER,Y,38,65-69,DirectMarketing,YES
181278238,"Under $20,000",RENTER,Y,23,45-49,DirectMarketing,YES
170250060,"$300,000 - $399,999",OWNER,N,29,60-64,DirectMarketing,YES
180584380,"$500,000 Plus",OWNER,N,15,45-49,DirectMarketing,YES
181218850,"$  50,000 - $99,999",RENTER,Y,2,35-39,DirectMarketing,YES
181180899,"$400,000 - $499,999",OWNER,Y,12,35-39,DirectMarketing,YES
170550556,"$100,000 - $199,999",OWNER,N,23,55-59,Website,YES
130170942,"$100,000 - $199,999",OWNER,N,26,70-74,DirectMarketing,YES
110582064,"$300,000 - $399,999",OWNER,N,10,75 years or more,DirectMarketing,YES
180177968,"$100,000 - $199,999",OWNER,Y,16,70-74,DirectMarketing,YES
140067833,"$  50,000 - $99,999",OWNER,N,10,60-64,DirectMarketing,YES
181537717,"$  20,000 - $49,999",RENTER,N,1,24 years or less,Website,YES
150318581,"$100,000 - $199,999",OWNER,Y,24,55-59,DirectMarketing,YES
181346047,"$  50,000 - $99,999",RENTER,N,6,65-69,DirectMarketing,YES
130040497,"$100,000 - $199,999",OWNER,N,5,60-64,DirectMarketing,YES
181259712,"$100,000 - $199,999",OWNER,Y,38,75 years or more,DirectMarketing,YES
180696050,"$100,000 - $199,999",OWNER,N,16,60-64,DirectMarketing,YES
110012579,"$100,000 - $199,999",OWNER,N,40,75 years or more,DirectMarketing,YES
181473976,"$  20,000 - $49,999",RENTER,N,7,25-29,Website,YES
180659402,"$100,000 - $199,999",OWNER,Y,2,30-34,DirectMarketing,YES
140515952,"$300,000 - $399,999",OWNER,N,30,75 years or more,DirectMarketing,YES
181268482,"$100,000 - $199,999",OWNER,N,2,45-49,DirectMarketing,YES
180242752,"$100,000 - $199,999",OWNER,N,9,40-44,DirectMarketing,YES
181530481,"$  50,000 - $99,999",RENTER,N,1,25-29,Website,YES
160345945,"$100,000 - $199,999",OWNER,N,21,60-64,DirectMarketing,YES
180562534,"$  50,000 - $99,999",OWNER,Y,15,50-54,DirectMarketing,YES
180640879,"$  50,000 - $99,999",OWNER,N,1,24 years or less,DirectMarketing,YES
150064145,"$300,000 - $399,999",OWNER,N,29,70-74,DirectMarketing,YES
180438859,"$100,000 - $199,999",OWNER,Y,25,45-49,DirectMarketing,YES
181438208,"$  50,000 - $99,999",OWNER,Y,33,55-59,Website,YES
181266286,"$  50,000 - $99,999",OWNER,N,5,30-34,Website,YES
140143517,"$100,000 - $199,999",OWNER,N,23,75 years or more,DirectMarketing,YES
181283247,"$100,000 - $199,999",OWNER,N,9,40-44,Website,YES
181268476,"$200,000 - $299,999",OWNER,N,9,35-39,DirectMarketing,YES
180489091,"$  20,000 - $49,999",OWNER,N,8,50-54,DirectMarketing,YES
110027944,"$  50,000 - $99,999",OWNER,N,28,75 years or more,DirectMarketing,YES
150489955,"$100,000 - $199,999",OWNER,N,25,60-64,DirectMarketing,YES
180646535,"$100,000 - $199,999",RENTER,N,18,55-59,DirectMarketing,YES
181168945,"$100,000 - $199,999",OWNER,Y,1,50-54,DirectMarketing,YES
140286471,"$300,000 - $399,999",OWNER,Y,25,60-64,DirectMarketing,YES
170088297,"$100,000 - $199,999",OWNER,N,29,65-69,DirectMarketing,YES
181405710,"$  50,000 - $99,999",OWNER,N,24,70-74,DirectMarketing,YES
140522847,"$100,000 - $199,999",OWNER,N,5,40-44,DirectMarketing,YES
180393016,"$  50,000 - $99,999",OWNER,Y,38,75 years or more,DirectMarketing,YES
170114568,"$100,000 - $199,999",OWNER,N,28,75 years or more,DirectMarketing,YES
181406780,"$100,000 - $199,999",OWNER,N,5,45-49,DirectMarketing,YES
120194685,"$  50,000 - $99,999",OWNER,N,23,50-54,DirectMarketing,YES
180449037,"$  50,000 - $99,999",OWNER,N,11,55-59,DirectMarketing,YES
120422815,"$100,000 - $199,999",OWNER,N,25,65-69,DirectMarketing,YES
181168868,"$  50,000 - $99,999",OWNER,N,16,55-59,DirectMarketing,YES
130393570,"$100,000 - $199,999",OWNER,N,1,50-54,DirectMarketing,YES
140212684,"$400,000 - $499,999",OWNER,Y,23,30-34,DirectMarketing,YES
181481513,"$  20,000 - $49,999",OWNER,Y,35,30-34,DirectMarketing,YES
181490362,"$  50,000 - $99,999",OWNER,Y,20,45-49,DirectMarketing,YES
150243576,"$100,000 - $199,999",OWNER,N,30,65-69,DirectMarketing,YES
150069724,"$100,000 - $199,999",OWNER,N,33,75 years or more,DirectMarketing,YES
160268210,"$100,000 - $199,999",OWNER,N,23,75 years or more,DirectMarketing,YES
181202772,"$  50,000 - $99,999",OWNER,Y,17,45-49,DirectMarketing,YES
180375924,"$100,000 - $199,999",OWNER,N,37,70-74,DirectMarketing,YES
150142657,"$100,000 - $199,999",OWNER,N,27,65-69,DirectMarketing,YES
180550794,"$300,000 - $399,999",OWNER,N,4,45-49,DirectMarketing,YES
180484762,"$  50,000 - $99,999",RENTER,N,1,24 years or less,DirectMarketing,YES
130144790,"$100,000 - $199,999",OWNER,N,38,75 years or more,DirectMarketing,YES
150559689,"$100,000 - $199,999",OWNER,N,28,65-69,DirectMarketing,YES
110101745,"$100,000 - $199,999",OWNER,Y,21,55-59,DirectMarketing,YES
110069706,"$  50,000 - $99,999",OWNER,N,48,75 years or more,DirectMarketing,YES
180402624,"$  20,000 - $49,999",OWNER,N,32,70-74,Website,YES
180511041,"$  20,000 - $49,999",RENTER,N,1,45-49,Website,YES
181538097,"$300,000 - $399,999",OWNER,N,17,65-69,DirectMarketing,YES
130456682,"$200,000 - $299,999",OWNER,N,38,60-64,DirectMarketing,YES
110144795,"$100,000 - $199,999",OWNER,N,38,60-64,DirectMarketing,YES
130115544,"$  50,000 - $99,999",OWNER,N,8,65-69,DirectMarketing,YES
150347701,"$500,000 Plus",OWNER,N,17,60-64,DirectMarketing,YES
180695071,"$100,000 - $199,999",OWNER,N,4,40-44,DirectMarketing,YES
110510797,"$500,000 Plus",OWNER,N,36,70-74,DirectMarketing,YES
130474455,"$100,000 - $199,999",OWNER,N,16,70-74,DirectMarketing,YES
110026523,"$300,000 - $399,999",OWNER,Y,15,50-54,DirectMarketing,YES
140286268,"$100,000 - $199,999",OWNER,Y,20,45-49,DirectMarketing,YES
181503861,"$  50,000 - $99,999",RENTER,N,1,30-34,DirectMarketing,YES
120313748,"$  50,000 - $99,999",OWNER,N,21,70-74,DirectMarketing,YES
140565260,"$100,000 - $199,999",OWNER,N,22,70-74,DirectMarketing,YES
150145807,"$100,000 - $199,999",OWNER,N,38,65-69,DirectMarketing,YES
180501661,"$300,000 - $399,999",OWNER,N,22,75 years or more,DirectMarketing,YES
150277421,"$100,000 - $199,999",OWNER,Y,22,50-54,DirectMarketing,YES
181468352,"$  20,000 - $49,999",RENTER,Y,8,35-39,Website,YES
150255609,"$  50,000 - $99,999",OWNER,N,41,70-74,DirectMarketing,YES
140593232,"$300,000 - $399,999",OWNER,Y,25,60-64,DirectMarketing,YES
120580525,"$100,000 - $199,999",OWNER,N,25,70-74,DirectMarketing,YES
110017871,"$  50,000 - $99,999",OWNER,N,20,70-74,DirectMarketing,YES
160116506,"$100,000 - $199,999",OWNER,N,55,75 years or more,DirectMarketing,YES
180460694,"$200,000 - $299,999",OWNER,Y,13,45-49,DirectMarketing,YES
181260980,"$  50,000 - $99,999",OWNER,N,3,45-49,DirectMarketing,YES
170347843,"$  50,000 - $99,999",OWNER,N,17,70-74,DirectMarketing,YES
180216291,"$100,000 - $199,999",OWNER,N,4,40-44,Website,YES
120140813,"$  50,000 - $99,999",OWNER,Y,48,75 years or more,DirectMarketing,YES
181474240,"$  50,000 - $99,999",OWNER,N,1,45-49,Website,YES
181203896,"$  50,000 - $99,999",OWNER,N,2,55-59,Website,YES
181462951,"$100,000 - $199,999",OWNER,Y,3,45-49,Website,YES
180177579,"$100,000 - $199,999",OWNER,Y,37,60-64,DirectMarketing,YES
181437273,"$  50,000 - $99,999",OWNER,N,2,30-34,Website,YES
140484417,"$200,000 - $299,999",OWNER,N,28,75 years or more,DirectMarketing,YES
180660806,"$  50,000 - $99,999",OWNER,N,2,35-39,DirectMarketing,YES
181505490,"$100,000 - $199,999",OWNER,Y,13,35-39,DirectMarketing,YES
181546886,"$  50,000 - $99,999",OWNER,N,7,35-39,Website,YES
110546490,"$100,000 - $199,999",OWNER,N,50,75 years or more,DirectMarketing,YES
180510506,"$100,000 - $199,999",OWNER,Y,5,45-49,DirectMarketing,YES
160584855,"$  20,000 - $49,999",OWNER,N,23,75 years or more,DirectMarketing,YES
180457634,"$100,000 - $199,999",OWNER,N,18,60-64,DirectMarketing,YES
140562635,"$  20,000 - $49,999",OWNER,N,20,70-74,DirectMarketing,YES
170115961,"$100,000 - $199,999",OWNER,N,36,70-74,DirectMarketing,YES
120061188,"$  20,000 - $49,999",OWNER,N,36,75 years or more,DirectMarketing,YES
120284019,"$100,000 - $199,999",OWNER,N,32,60-64,Website,YES
180304460,"$100,000 - $199,999",OWNER,Y,12,45-49,DirectMarketing,YES
140070906,"$  20,000 - $49,999",OWNER,N,45,75 years or more,DirectMarketing,YES
181516970,"$  50,000 - $99,999",OWNER,N,20,70-74,Website,YES
150029740,"$  20,000 - $49,999",OWNER,N,34,55-59,DirectMarketing,YES
140129237,"$  20,000 - $49,999",OWNER,N,31,75 years or more,DirectMarketing,YES
140526872,"$100,000 - $199,999",OWNER,Y,14,50-54,DirectMarketing,YES
181198926,"$100,000 - $199,999",OWNER,Y,12,75 years or more,DirectMarketing,YES
181462764,"$  20,000 - $49,999",RENTER,Y,28,25-29,Website,YES
130010803,"$  50,000 - $99,999",OWNER,N,3,65-69,DirectMarketing,YES
180603525,"$  50,000 - $99,999",OWNER,N,32,70-74,Website,YES
120007806,"$300,000 - $399,999",OWNER,Y,34,65-69,DirectMarketing,YES
181191576,"Under $20,000",RENTER,N,14,40-44,DirectMarketing,YES
181403680,"$  20,000 - $49,999",RENTER,N,1,50-54,Website,YES
110111657,"$100,000 - $199,999",OWNER,N,29,60-64,Website,YES
181468197,"$  20,000 - $49,999",OWNER,Y,13,50-54,Website,YES
181209184,"$100,000 - $199,999",OWNER,N,7,40-44,DirectMarketing,YES
181319993,"$100,000 - $199,999",OWNER,N,5,40-44,Website,YES
180575053,"$100,000 - $199,999",OWNER,N,20,45-49,DirectMarketing,YES
160429826,"$400,000 - $499,999",OWNER,N,19,50-54,DirectMarketing,YES
181257386,"$  20,000 - $49,999",OWNER,N,2,45-49,Website,YES
160521645,"$100,000 - $199,999",OWNER,N,23,55-59,DirectMarketing,YES
180445843,"$100,000 - $199,999",OWNER,N,7,70-74,DirectMarketing,YES
110090776,"$  50,000 - $99,999",OWNER,N,11,75 years or more,Website,YES
180200029,"$  50,000 - $99,999",OWNER,Y,9,25-29,DirectMarketing,YES
180460771,"$100,000 - $199,999",OWNER,N,21,50-54,DirectMarketing,YES
181524435,"$  50,000 - $99,999",RENTER,N,3,40-44,Website,YES
130015731,"$  20,000 - $49,999",OWNER,N,43,75 years or more,DirectMarketing,YES
181436302,"$100,000 - $199,999",OWNER,N,34,75 years or more,DirectMarketing,YES
130055253,"$300,000 - $399,999",OWNER,N,31,75 years or more,DirectMarketing,YES
181401165,"$100,000 - $199,999",OWNER,N,38,65-69,DirectMarketing,YES
181524039,"$  50,000 - $99,999",OWNER,N,5,30-34,DirectMarketing,YES
150433892,"Under $20,000",RENTER,N,8,60-64,DirectMarketing,YES
170206891,"$100,000 - $199,999",OWNER,N,10,75 years or more,DirectMarketing,YES
170600214,"$100,000 - $199,999",OWNER,Y,17,55-59,DirectMarketing,YES
160018772,"$  20,000 - $49,999",OWNER,N,15,75 years or more,DirectMarketing,YES
180638413,"$  50,000 - $99,999",OWNER,N,38,75 years or more,DirectMarketing,YES
130167883,"$  50,000 - $99,999",OWNER,Y,22,70-74,DirectMarketing,YES
170353779,"$500,000 Plus",OWNER,Y,19,50-54,DirectMarketing,YES
110062832,"$100,000 - $199,999",OWNER,N,27,55-59,Website,YES
120282731,"$300,000 - $399,999",OWNER,Y,20,50-54,DirectMarketing,YES
130392835,"$100,000 - $199,999",OWNER,Y,23,60-64,DirectMarketing,YES
181464916,"$200,000 - $299,999",OWNER,Y,14,45-49,DirectMarketing,YES
180704299,"$  20,000 - $49,999",OWNER,N,13,60-64,DirectMarketing,YES
181553055,"Under $20,000",RENTER,N,20,75 years or more,Website,YES
180636324,"$100,000 - $199,999",OWNER,N,3,45-49,DirectMarketing,YES
110043449,"$100,000 - $199,999",OWNER,N,14,65-69,DirectMarketing,YES
140463725,"$400,000 - $499,999",OWNER,N,23,75 years or more,DirectMarketing,YES
120369496,"$300,000 - $399,999",OWNER,Y,12,45-49,DirectMarketing,YES
181439828,"$  50,000 - $99,999",OWNER,N,22,45-49,Website,YES
181455152,"$  50,000 - $99,999",OWNER,N,17,50-54,DirectMarketing,YES
140007297,"$100,000 - $199,999",OWNER,Y,18,65-69,DirectMarketing,YES
181527191,"$100,000 - $199,999",OWNER,N,1,35-39,Website,YES
180289215,"$  20,000 - $49,999",RENTER,N,4,50-54,DirectMarketing,YES
180501302,"$100,000 - $199,999",OWNER,N,16,75 years or more,DirectMarketing,YES
140570909,"$  20,000 - $49,999",RENTER,N,2,75 years or more,DirectMarketing,YES
160074597,"$200,000 - $299,999",OWNER,N,43,70-74,DirectMarketing,YES
170180753,"$100,000 - $199,999",OWNER,N,34,45-49,Website,YES
110559496,"$100,000 - $199,999",OWNER,N,22,70-74,DirectMarketing,YES
181405985,"$  50,000 - $99,999",OWNER,N,47,70-74,DirectMarketing,YES
110163961,"$300,000 - $399,999",OWNER,Y,41,65-69,DirectMarketing,YES
130278735,"$100,000 - $199,999",OWNER,Y,39,65-69,DirectMarketing,YES
180760699,"$  50,000 - $99,999",OWNER,N,15,45-49,DirectMarketing,YES
181272988,"$  50,000 - $99,999",OWNER,N,10,30-34,DirectMarketing,YES
180650358,"$  50,000 - $99,999",OWNER,Y,19,45-49,Website,YES
160074247,"$100,000 - $199,999",OWNER,N,14,55-59,DirectMarketing,YES
180555521,"$  50,000 - $99,999",OWNER,N,23,75 years or more,DirectMarketing,YES
110514661,"$  50,000 - $99,999",RENTER,N,3,60-64,DirectMarketing,YES
181527550,"$  20,000 - $49,999",RENTER,Y,8,35-39,Website,YES
170512658,"Under $20,000",OWNER,N,5,65-69,DirectMarketing,YES
130139687,"$  20,000 - $49,999",OWNER,Y,44,70-74,DirectMarketing,YES
181532562,"$  50,000 - $99,999",OWNER,Y,26,55-59,Website,YES
180456930,"$100,000 - $199,999",OWNER,Y,13,40-44,DirectMarketing,YES
180681591,"$100,000 - $199,999",OWNER,N,12,55-59,DirectMarketing,YES
120193614,"$  20,000 - $49,999",OWNER,N,51,75 years or more,DirectMarketing,YES
140567059,"$  50,000 - $99,999",OWNER,N,24,60-64,DirectMarketing,YES
110496489,"$400,000 - $499,999",OWNER,N,18,65-69,DirectMarketing,YES
181224890,"$  50,000 - $99,999",OWNER,Y,14,45-49,DirectMarketing,YES
110599424,"$  20,000 - $49,999",OWNER,N,46,75 years or more,DirectMarketing,YES
180499019,"$200,000 - $299,999",OWNER,Y,28,60-64,DirectMarketing,YES
181294120,"$100,000 - $199,999",OWNER,Y,8,45-49,DirectMarketing,YES
120253891,"$  50,000 - $99,999",OWNER,N,28,65-69,DirectMarketing,YES
181467772,"$100,000 - $199,999",OWNER,N,23,60-64,DirectMarketing,YES
180745253,"$100,000 - $199,999",OWNER,N,30,70-74,DirectMarketing,YES
181453165,"$100,000 - $199,999",OWNER,N,1,30-34,DirectMarketing,YES
140082484,"$  50,000 - $99,999",OWNER,N,48,75 years or more,DirectMarketing,YES
120021337,"$  50,000 - $99,999",OWNER,N,42,75 years or more,DirectMarketing,YES
181278659,"$  50,000 - $99,999",OWNER,N,1,24 years or less,DirectMarketing,YES
181350864,"Under $20,000",OWNER,N,21,75 years or more,DirectMarketing,YES
180657924,"$100,000 - $199,999",OWNER,N,7,65-69,DirectMarketing,YES
181497226,"$200,000 - $299,999",OWNER,Y,11,50-54,Website,YES
181468610,"$300,000 - $399,999",OWNER,Y,1,45-49,Website,YES
181453138,"$  50,000 - $99,999",OWNER,N,2,40-44,DirectMarketing,YES
160596461,"$100,000 - $199,999",OWNER,N,12,65-69,DirectMarketing,YES
170226253,"$  50,000 - $99,999",OWNER,N,35,65-69,DirectMarketing,YES
110327047,"$500,000 Plus",OWNER,Y,19,45-49,DirectMarketing,YES
180385093,"$100,000 - $199,999",OWNER,Y,20,55-59,DirectMarketing,YES
180306523,"$400,000 - $499,999",OWNER,N,10,55-59,DirectMarketing,YES
181532311,"$100,000 - $199,999",OWNER,Y,2,45-49,Website,YES
180283178,"$500,000 Plus",OWNER,N,18,70-74,DirectMarketing,YES
110468482,"$100,000 - $199,999",OWNER,N,24,65-69,DirectMarketing,YES
110230300,"$100,000 - $199,999",OWNER,N,31,65-69,DirectMarketing,YES
160300501,"$100,000 - $199,999",OWNER,N,12,40-44,DirectMarketing,YES
130343814,"$200,000 - $299,999",OWNER,N,28,60-64,DirectMarketing,YES
160406992,"$  50,000 - $99,999",RENTER,N,25,60-64,DirectMarketing,YES
150158092,"$100,000 - $199,999",OWNER,N,32,75 years or more,DirectMarketing,YES
181546420,"$100,000 - $199,999",OWNER,N,28,65-69,DirectMarketing,YES
181526486,"$100,000 - $199,999",OWNER,N,19,65-69,Website,YES
170166977,"$100,000 - $199,999",OWNER,Y,24,75 years or more,DirectMarketing,YES
181445419,"$  20,000 - $49,999",OWNER,N,20,65-69,Website,YES
181442591,"$  20,000 - $49,999",OWNER,Y,11,40-44,DirectMarketing,YES
181273025,"$  50,000 - $99,999",OWNER,N,11,60-64,DirectMarketing,YES
181431929,"Under $20,000",RENTER,N,1,24 years or less,Website,YES
181204991,"$  20,000 - $49,999",OWNER,Y,22,50-54,DirectMarketing,YES
181298457,"$  20,000 - $49,999",RENTER,N,14,45-49,DirectMarketing,YES
181199696,"$100,000 - $199,999",OWNER,N,3,40-44,DirectMarketing,YES
181551761,"Under $20,000",OWNER,N,34,75 years or more,Website,YES
181489722,"Under $20,000",RENTER,N,7,35-39,Website,YES
181308848,"Under $20,000",RENTER,N,3,65-69,DirectMarketing,YES
170552005,"$  20,000 - $49,999",OWNER,N,11,40-44,Website,YES
180485924,"$  50,000 - $99,999",OWNER,Y,14,50-54,DirectMarketing,YES
181479668,"$  50,000 - $99,999",OWNER,N,21,45-49,Website,YES
181172495,"$  20,000 - $49,999",OWNER,N,7,55-59,DirectMarketing,YES
181398287,"$  20,000 - $49,999",OWNER,N,8,30-34,DirectMarketing,YES
150138975,"$  50,000 - $99,999",OWNER,Y,36,75 years or more,DirectMarketing,YES
181200381,"$  50,000 - $99,999",RENTER,N,2,40-44,DirectMarketing,YES
180396242,"$400,000 - $499,999",OWNER,Y,6,45-49,DirectMarketing,YES
180072518,"$  20,000 - $49,999",OWNER,N,38,75 years or more,DirectMarketing,YES
150093629,"$100,000 - $199,999",OWNER,N,34,70-74,DirectMarketing,YES
181551924,"Under $20,000",RENTER,N,6,30-34,DirectMarketing,YES
181268998,"Under $20,000",RENTER,Y,8,40-44,Website,YES
110110719,"$  50,000 - $99,999",OWNER,N,43,75 years or more,DirectMarketing,YES
181444672,"$  50,000 - $99,999",OWNER,Y,5,60-64,DirectMarketing,YES
150011722,"$100,000 - $199,999",OWNER,N,30,75 years or more,DirectMarketing,YES
140111296,"$  20,000 - $49,999",OWNER,Y,31,75 years or more,DirectMarketing,YES
181451941,"$  20,000 - $49,999",RENTER,N,7,45-49,Website,YES
150453793,"$  50,000 - $99,999",OWNER,Y,18,60-64,DirectMarketing,YES
181277464,"$100,000 - $199,999",OWNER,N,2,35-39,Website,YES
120330205,"$  50,000 - $99,999",OWNER,Y,38,60-64,DirectMarketing,YES
181455532,"$200,000 - $299,999",OWNER,N,12,65-69,DirectMarketing,YES
181288315,"$  50,000 - $99,999",OWNER,Y,29,70-74,DirectMarketing,YES
181255367,"$100,000 - $199,999",OWNER,N,4,60-64,DirectMarketing,YES
110018627,"$100,000 - $199,999",OWNER,Y,21,60-64,DirectMarketing,YES
181440688,"$  20,000 - $49,999",OWNER,N,1,55-59,DirectMarketing,YES
181190161,"$200,000 - $299,999",OWNER,Y,27,65-69,DirectMarketing,YES
140005995,"$  50,000 - $99,999",OWNER,Y,24,50-54,DirectMarketing,YES
140202891,"$  20,000 - $49,999",OWNER,Y,29,55-59,DirectMarketing,YES
